pair_id,subset,program,group,status,acc_percent,hit_at_1,hit_at_3,mrr,ranking_queries,ranking_missing,t_align,t_smt,t_total,pruning_rate_percent,total_candidate_pairs,aligned_pairs,correct_pairs,smt_calls,command,stdout_path,stderr_path,trace_paths,ground_truth,prediction,confusion,error
C/s1251_O2_vs_O3,C,s1251_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1251_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1251_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s1251_O2_vs_O3/naive_report.txt,,,,True,,,
C/s1251_O2_vs_O3,C,s1251_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1251_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1251_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/s1251_O2_vs_O3,C,s1251_O2_vs_O3,fmcad_align,dry_run,,6.25,18.75,0.22058375652125653,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s1251_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s1251_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/s1351_O2_vs_O3,C,s1351_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1351_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1351_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s1351_O2_vs_O3/naive_report.txt,,,,True,,,
C/s1351_O2_vs_O3,C,s1351_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1351_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s1351_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/s1351_O2_vs_O3,C,s1351_O2_vs_O3,fmcad_align,dry_run,,6.25,18.75,0.22058375652125653,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s1351_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s1351_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/s173_O2_vs_O3,C,s173_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s173_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s173_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s173_O2_vs_O3/naive_report.txt,,,,True,,,
C/s173_O2_vs_O3,C,s173_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,4,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s173_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s173_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/s173_O2_vs_O3,C,s173_O2_vs_O3,fmcad_align,dry_run,,100.0,100.0,1.0,2,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s173_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s173_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/s2244_O2_vs_O3,C,s2244_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s2244_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s2244_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s2244_O2_vs_O3/naive_report.txt,,,,True,,,
C/s2244_O2_vs_O3,C,s2244_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s2244_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s2244_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/s2244_O2_vs_O3,C,s2244_O2_vs_O3,fmcad_align,dry_run,,12.5,25.0,0.2698893120768121,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s2244_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/s2244_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/vpv_O2_vs_O3,C,vpv_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpv_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpv_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpv_O2_vs_O3/naive_report.txt,,,,True,,,
C/vpv_O2_vs_O3,C,vpv_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpv_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpv_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/vpv_O2_vs_O3,C,vpv_O2_vs_O3,fmcad_align,dry_run,,12.5,25.0,0.2698893120768121,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpv_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpv_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/vpvpv_O2_vs_O3,C,vpvpv_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvpv_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvpv_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpvpv_O2_vs_O3/naive_report.txt,,,,True,,,
C/vpvpv_O2_vs_O3,C,vpvpv_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvpv_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvpv_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/vpvpv_O2_vs_O3,C,vpvpv_O2_vs_O3,fmcad_align,dry_run,,6.25,18.75,0.22058375652125653,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpvpv_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpvpv_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/vpvtv_O2_vs_O3,C,vpvtv_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvtv_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvtv_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpvtv_O2_vs_O3/naive_report.txt,,,,True,,,
C/vpvtv_O2_vs_O3,C,vpvtv_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvtv_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vpvtv_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/vpvtv_O2_vs_O3,C,vpvtv_O2_vs_O3,fmcad_align,dry_run,,6.25,18.75,0.22058375652125653,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpvtv_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vpvtv_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/vtv_O2_vs_O3,C,vtv_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtv_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtv_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vtv_O2_vs_O3/naive_report.txt,,,,True,,,
C/vtv_O2_vs_O3,C,vtv_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtv_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtv_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/vtv_O2_vs_O3,C,vtv_O2_vs_O3,fmcad_align,dry_run,,12.5,25.0,0.2698893120768121,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vtv_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vtv_O2_vs_O3/fmcad/ranking.json,,,,True,,,
C/vtvtv_O2_vs_O3,C,vtvtv_O2_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtvtv_O2_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtvtv_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vtvtv_O2_vs_O3/naive_report.txt,,,,True,,,
C/vtvtv_O2_vs_O3,C,vtvtv_O2_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtvtv_O2_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/vtvtv_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
C/vtvtv_O2_vs_O3,C,vtvtv_O2_vs_O3,fmcad_align,dry_run,,6.25,18.75,0.22058375652125653,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vtvtv_O2_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/C/vtvtv_O2_vs_O3/fmcad/ranking.json,,,,True,,,
D/s000_O0_vs_O3,D,s000_O0_vs_O3,naive,dry_run,,,,,0,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/src/symbolic_analysis/equivalence/semantic_equivalence_analyzer.py /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s000_O0_path_1.txt /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s000_O3_path_1.txt --output /Users/zzk/Desktop/symbolicana/evaluation_results/raw/D/s000_O0_vs_O3/naive_report.txt,,,,True,,,
D/s000_O0_vs_O3,D,s000_O0_vs_O3,veribin_align,skipped,,,,,0,0,0.0,0.0,0.0,100.0,256,0,0,0,python3 /Users/zzk/Desktop/symbolicana/veribin/src/veribin.py --original_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s000_O0_path_1.txt --patched_path /Users/zzk/Desktop/symbolicana/benchmarks/tsvc_paths/../../symbolic_analysis/data/tsvc/paths/s000_O3_path_1.txt --config_file  --func_addr_original 0x0 --func_addr_patched 0x0 --use_ida True,,,,True,,,missing veribin_ranking_path or veribin_config/BinDiff metadata
D/s000_O0_vs_O3,D,s000_O0_vs_O3,fmcad_align,dry_run,,6.25,18.75,0.2181035977910978,16,0,0.0,0.0,0.0,,0,0,0,0,python3 /Users/zzk/Desktop/symbolicana/symbolic_analysis/scripts/path_similarity_batch.py --vectors /Users/zzk/Desktop/symbolicana/evaluation_results/raw/D/s000_O0_vs_O3/fmcad/path_vectors.json --all-pairs --out /Users/zzk/Desktop/symbolicana/evaluation_results/raw/D/s000_O0_vs_O3/fmcad/ranking.json,,,,True,,,
